	zip	city	state	latitude	longitude	timezone	dst
5816	15133	McKeesport	PA	40.332502000000005	-79.8646	-5	1
5817	15134	McKeesport	PA	40.434436	-80.024817	-5	1
5818	15135	McKeesport	PA	40.306819	-79.8145	-5	1
5819	15136	McKees Rocks	PA	40.471618	-80.07695	-5	1
5820	15137	North Versailles	PA	40.380219	-79.81017	-5	1
5821	15139	Oakmont	PA	40.519518	-79.83762	-5	1
5822	15140	Pitcairn	PA	40.405768	-79.77643	-5	1
5823	15142	Presto	PA	40.379549	-80.12451	-5	1
5824	15143	Sewickley	PA	40.561091	-80.15554	-5	1
5825	15144	Springdale	PA	40.543053	-79.78223	-5	1
5826	15145	Turtle Creek	PA	40.408218	-79.82339	-5	1
5827	15146	Monroeville	PA	40.431034000000004	-79.76526	-5	1
5828	15147	Verona	PA	40.498218	-79.83426	-5	1
5829	15148	Wilmerding	PA	40.394268	-79.80286	-5	1
5830	15163	North Apollo	PA	40.588257	-79.55405400000001	-5	1
5831	15189	Sewickley	PA	40.434436	-80.024817	-5	1
5832	15201	Pittsburgh	PA	40.471468	-79.95725999999999	-5	1
5833	15202	Pittsburgh	PA	40.502918	-80.0704	-5	1
5834	15203	Pittsburgh	PA	40.426211	-79.97825999999999	-5	1
5835	15204	Pittsburgh	PA	40.455118	-80.06008	-5	1
5836	15205	Pittsburgh	PA	40.436618	-80.07289	-5	1
5837	15206	Pittsburgh	PA	40.468968	-79.91863000000001	-5	1
5838	15207	Pittsburgh	PA	40.399355	-79.93414	-5	1
5839	15208	Pittsburgh	PA	40.455168	-79.89709	-5	1
5840	15209	Pittsburgh	PA	40.492618	-79.97458	-5	1
5841	15210	Pittsburgh	PA	40.409219	-79.98948	-5	1
5842	15211	Pittsburgh	PA	40.428369	-80.01269	-5	1
5843	15212	Pittsburgh	PA	40.460669	-80.01144000000001	-5	1
5844	15213	Pittsburgh	PA	40.443269	-79.95487	-5	1
5845	15214	Pittsburgh	PA	40.479469	-80.0115	-5	1
5846	15215	Pittsburgh	PA	40.497701	-79.9157	-5	1
5847	15216	Pittsburgh	PA	40.400319	-80.03566	-5	1
5848	15217	Pittsburgh	PA	40.430919	-79.92569	-5	1
5849	15218	Pittsburgh	PA	40.424336	-79.88725	-5	1
5850	15219	Pittsburgh	PA	40.443819	-79.98066999999999	-5	1
5851	15220	Pittsburgh	PA	40.430822	-80.04453000000001	-5	1
5852	15221	Pittsburgh	PA	40.438035	-79.87191	-5	1
5853	15222	Pittsburgh	PA	40.447036	-79.99313000000001	-5	1
5854	15223	Pittsburgh	PA	40.503768	-79.95164	-5	1
5855	15224	Pittsburgh	PA	40.463463	-79.94612	-5	1
5856	15225	Pittsburgh	PA	40.513778	-80.13571	-5	1
5857	15226	Pittsburgh	PA	40.394002	-80.01655	-5	1
5858	15227	Pittsburgh	PA	40.377869	-79.97516	-5	1
5859	15228	Pittsburgh	PA	40.372802	-80.0448	-5	1
5860	15229	Pittsburgh	PA	40.518368	-80.03364	-5	1
5861	15230	Pittsburgh	PA	40.434436	-80.024817	-5	1
5862	15231	Pittsburgh	PA	40.434436	-80.024817	-5	1
5863	15232	Pittsburgh	PA	40.454018	-79.9325	-5	1
5864	15233	Pittsburgh	PA	40.455919	-80.02604000000001	-5	1
5865	15234	Pittsburgh	PA	40.369619	-80.01831	-5	1
5866	15235	Pittsburgh	PA	40.459518	-79.83277	-5	1
5867	15236	Pittsburgh	PA	40.342869	-79.97929	-5	1
5868	15237	Pittsburgh	PA	40.552768	-80.03227	-5	1
5869	15238	Pittsburgh	PA	40.518701	-79.86744	-5	1
5870	15239	Pittsburgh	PA	40.482655	-79.74278000000001	-5	1
5871	15240	Pittsburgh	PA	40.434436	-80.024817	-5	1
5872	15241	Pittsburgh	PA	40.329619	-80.07364	-5	1
5873	15242	Pittsburgh	PA	40.434436	-80.024817	-5	1
5874	15243	Pittsburgh	PA	40.372669	-80.0712	-5	1
5875	15244	Pittsburgh	PA	40.434436	-80.024817	-5	1
5876	15246	Pittsburgh	PA	40.476524	-79.89904399999999	-5	1
5877	15250	Pittsburgh	PA	40.434436	-80.024817	-5	1
5878	15251	Pittsburgh	PA	40.434436	-80.024817	-5	1
5879	15252	Pittsburgh	PA	40.434436	-80.024817	-5	1
5880	15253	Pittsburgh	PA	40.434436	-80.024817	-5	1
5881	15254	Pittsburgh	PA	40.434436	-80.024817	-5	1
5882	15255	Pittsburgh	PA	40.434436	-80.024817	-5	1
5883	15257	Pittsburgh	PA	40.434436	-80.024817	-5	1
5884	15258	Pittsburgh	PA	40.434436	-80.024817	-5	1
5885	15259	Pittsburgh	PA	40.434436	-80.024817	-5	1
5886	15260	Pittsburgh	PA	40.434436	-80.024817	-5	1
5887	15261	Pittsburgh	PA	40.434436	-80.024817	-5	1
5888	15262	Pittsburgh	PA	40.434436	-80.024817	-5	1
5889	15263	Pittsburgh	PA	40.434436	-80.024817	-5	1
5890	15264	Pittsburgh	PA	40.434436	-80.024817	-5	1
5891	15265	Pittsburgh	PA	40.434436	-80.024817	-5	1
5892	15266	Pittsburgh	PA	40.434436	-80.024817	-5	1
5893	15267	Pittsburgh	PA	40.434436	-80.024817	-5	1
5894	15268	Pittsburgh	PA	40.434436	-80.024817	-5	1
5895	15270	Pittsburgh	PA	40.434436	-80.024817	-5	1
5896	15272	Pittsburgh	PA	40.434436	-80.024817	-5	1
5897	15274	Pittsburgh	PA	40.434436	-80.024817	-5	1
5898	15275	Pittsburgh	PA	40.44952	-80.179475	-5	1
5899	15276	Pittsburgh	PA	40.434436	-80.024817	-5	1
5900	15277	Pittsburgh	PA	40.434436	-80.024817	-5	1
5901	15278	Pittsburgh	PA	40.434436	-80.024817	-5	1
5902	15279	Pittsburgh	PA	40.434436	-80.024817	-5	1
5903	15281	Pittsburgh	PA	40.434436	-80.024817	-5	1
5904	15282	Pittsburgh	PA	40.434436	-80.024817	-5	1
5905	15283	Pittsburgh	PA	40.434436	-80.024817	-5	1
5906	15285	Pittsburgh	PA	40.434436	-80.024817	-5	1
5907	15286	Pittsburgh	PA	40.434436	-80.024817	-5	1
5908	15290	Pittsburgh	PA	40.434436	-80.024817	-5	1
5909	15298	Pittsburgh	PA	40.420019	-79.93947299999999	-5	1
5910	15301	Washington	PA	40.170663	-80.25185	-5	1
5911	15310	Aleppo	PA	39.792528999999995	-80.48584	-5	1
5912	15311	Amity	PA	40.042851	-80.18826999999999	-5	1
5913	15312	Avella	PA	40.264216999999995	-80.44199	-5	1
5914	15313	Beallsville	PA	40.065384	-80.02313000000001	-5	1
5915	15314	Bentleyville	PA	40.127951	-80.01226	-5	1
5916	15315	Bobtown	PA	39.760868	-79.98315	-5	1
5917	15316	Brave	PA	39.743424	-80.26375999999999	-5	1
5918	15317	Canonsburg	PA	40.268190000000004	-80.16221999999999	-5	1
5919	15320	Carmichaels	PA	39.883336	-79.98393	-5	1
5920	15321	Cecil	PA	40.322872	-80.18745	-5	1
5921	15322	Clarksville	PA	39.976531	-80.04218	-5	1
5922	15323	Claysville	PA	40.114204	-80.40715	-5	1
5923	15324	Cokeburg	PA	40.100120000000004	-80.06363	-5	1
5924	15325	Crucible	PA	39.948209999999996	-79.96653	-5	1
5925	15327	Dilliner	PA	39.754889	-79.95226	-5	1
5926	15329	Prosperity	PA	40.030707	-80.27353000000001	-5	1
5927	15330	Eighty Four	PA	40.178678999999995	-80.10014	-5	1
5928	15331	Ellsworth	PA	40.105887	-80.02045	-5	1
5929	15332	Finleyville	PA	40.250299	-79.99436	-5	1
5930	15333	Fredericktown	PA	40.010135	-80.00537	-5	1
5931	15334	Garards Fort	PA	39.809756	-79.9969	-5	1
5932	15336	Gastonville	PA	40.260141	-79.992678	-5	1
5933	15337	Graysville	PA	39.943552000000004	-80.37399	-5	1
5934	15338	Greensboro	PA	39.809160999999996	-79.93793000000001	-5	1
5935	15339	Hendersonville	PA	40.301838000000004	-80.15431	-5	1
5936	15340	Hickory	PA	40.290375	-80.31845	-5	1
5937	15341	Holbrook	PA	39.826440000000005	-80.35051	-5	1
5938	15342	Houston	PA	40.241854	-80.21445	-5	1
5939	15344	Jefferson	PA	39.92757	-80.05490999999999	-5	1
5940	15345	Marianna	PA	40.019657	-80.10273000000001	-5	1
5941	15346	Mather	PA	39.935562	-80.07248	-5	1
5942	15347	Meadow Lands	PA	40.214331	-80.22872	-5	1
5943	15348	Millsboro	PA	39.988369	-79.99484	-5	1
5944	15349	Mount Morris	PA	39.741865000000004	-80.07999000000001	-5	1
5945	15350	Muse	PA	40.292528000000004	-80.20022	-5	1
5946	15351	Nemacolin	PA	39.877676	-79.92585	-5	1
5947	15352	New Freeport	PA	39.748534	-80.39778000000001	-5	1
5948	15353	Nineveh	PA	39.961767	-80.3069	-5	1
5949	15354	Pine Bank	PA	39.870635	-80.21133499999999	-5	1
5950	15355	Centerville	PA	40.055215999999994	-80.009135	-5	1
5951	15357	Rices Landing	PA	39.942802	-79.99611999999999	-5	1
5952	15358	Richeyville	PA	40.05604	-79.9981	-5	1
5953	15359	Rogersville	PA	39.880072999999996	-80.27332	-5	1
5954	15360	Scenery Hill	PA	40.08708	-80.07316	-5	1
5955	15361	Southview	PA	40.32826	-80.2596	-5	1
5956	15362	Spraggs	PA	39.748302	-80.21327	-5	1
5957	15363	Strabane	PA	40.251053999999996	-80.19917	-5	1
5958	15364	Sycamore	PA	39.956204	-80.27779	-5	1
5959	15365	Taylorstown	PA	40.16113	-80.378093	-5	1
5960	15366	Van Voorhis	PA	40.110068	-80.031787	-5	1
5961	15367	Venetia	PA	40.261394	-80.05254000000001	-5	1
5962	15368	Vestaburg	PA	40.015501	-79.99019	-5	1
5963	15370	Waynesburg	PA	39.892235	-80.17983000000001	-5	1
5964	15376	West Alexander	PA	40.101254	-80.50229	-5	1
5965	15377	West Finley	PA	39.976027	-80.44474	-5	1
5966	15378	Westland	PA	40.27758	-80.27408	-5	1
5967	15379	West Middletown	PA	40.240402	-80.42414000000001	-5	1
5968	15380	Wind Ridge	PA	39.874975	-80.46845	-5	1
5969	15401	Uniontown	PA	39.89822	-79.7311	-5	1
5970	15410	Adah	PA	39.918848	-79.90831999999999	-5	1
5971	15411	Addison	PA	39.751296	-79.35113	-5	1
5972	15412	Allenport	PA	40.100345000000004	-79.846	-5	1
5973	15413	Allison	PA	39.987842	-79.86681	-5	1
5974	15415	Brier Hill	PA	39.980787	-79.85036600000001	-5	1
5975	15416	Brownfield	PA	39.932084	-79.65217	-5	1
5976	15417	Brownsville	PA	40.01933	-79.89869	-5	1
5977	15419	California	PA	40.063977	-79.89260999999999	-5	1
5978	15420	Cardale	PA	39.958894	-79.86798	-5	1
5979	15421	Chalk Hill	PA	39.845088	-79.599126	-5	1
5980	15422	Chestnut Ridge	PA	39.979032000000004	-79.81957	-5	1
5981	15423	Coal Center	PA	40.082073	-79.91911	-5	1
5982	15424	Confluence	PA	39.817147999999996	-79.34803000000001	-5	1
5983	15425	Connellsville	PA	40.024138	-79.58414	-5	1
5984	15427	Daisytown	PA	40.061044	-79.97336	-5	1
5985	15428	Dawson	PA	40.060912	-79.65886	-5	1
5986	15429	Denbo	PA	40.007062	-79.9339	-5	1
5987	15430	Dickerson Run	PA	40.040653000000006	-79.66089000000001	-5	1
5988	15431	Dunbar	PA	39.968368	-79.61815	-5	1
5989	15432	Dunlevy	PA	40.117368	-79.86413	-5	1
5990	15433	East Millsboro	PA	39.968503000000005	-79.95183	-5	1
5991	15434	Elco	PA	40.079184999999995	-79.87475	-5	1
5992	15435	Fairbank	PA	39.950123	-79.858471	-5	1
5993	15436	Fairchance	PA	39.821335999999995	-79.75186	-5	1
5994	15437	Farmington	PA	39.793095	-79.59465	-5	1
5995	15438	Fayette City	PA	40.093982000000004	-79.83787	-5	1
5996	15439	Gans	PA	39.771324	-79.63584200000001	-5	1
5997	15440	Gibbon Glade	PA	39.72974	-79.59124	-5	1
5998	15442	Grindstone	PA	40.013397	-79.83113	-5	1
5999	15443	Hibbs	PA	39.927312	-79.88768	-5	1
6000	15444	Hiller	PA	40.011146000000004	-79.90541	-5	1
6001	15445	Hopwood	PA	39.876251	-79.69296	-5	1
6002	15446	Indian Head	PA	40.028267	-79.39475	-5	1
6003	15447	Isabella	PA	39.945514	-79.93869000000001	-5	1
6004	15448	Jacobs Creek	PA	40.134792	-79.74271999999999	-5	1
6005	15449	Keisterville	PA	39.963621999999994	-79.785349	-5	1
6006	15450	La Belle	PA	40.00666	-79.96943	-5	1
6007	15451	Lake Lynn	PA	39.737103999999995	-79.83613000000001	-5	1
6008	15454	Leckrone	PA	39.863665999999995	-79.86378	-5	1
6009	15455	Leisenring	PA	39.998298999999996	-79.64333	-5	1
6010	15456	Lemont Furnace	PA	39.923495	-79.66014	-5	1
6011	15458	McClellandtown	PA	39.879185	-79.8618	-5	1
6012	15459	Markleysburg	PA	39.757928	-79.46514	-5	1
6013	15460	Martin	PA	39.804674	-79.9102	-5	1
6014	15461	Masontown	PA	39.847077	-79.90196	-5	1
6015	15462	Melcroft	PA	40.061931	-79.38538	-5	1
6016	15463	Merrittstown	PA	39.882521000000004	-79.833585	-5	1
6017	15464	Mill Run	PA	39.926509	-79.43271999999999	-5	1
6018	15465	Mount Braddock	PA	39.932084	-79.65217	-5	1
6019	15466	Newell	PA	40.075617	-79.89611	-5	1
6020	15467	New Geneva	PA	39.932084	-79.65217	-5	1
6021	15468	New Salem	PA	39.936535	-79.84669	-5	1
6022	15469	Normalville	PA	40.006624	-79.41615999999999	-5	1
6023	15470	Ohiopyle	PA	39.854144	-79.52989000000001	-5	1
6024	15471	German	PA	39.9783	-79.856751	-5	1
6025	15472	Oliver	PA	39.916995	-79.71589	-5	1
6026	15473	Perryopolis	PA	40.080727	-79.75697	-5	1
6027	15474	Point Marion	PA	39.74419	-79.90126	-5	1
6028	15475	Republic	PA	39.964486	-79.87846	-5	1
6029	15476	Ronco	PA	39.869675	-79.922	-5	1
6030	15477	Roscoe	PA	40.079169	-79.86448	-5	1
6031	15478	Smithfield	PA	39.791113	-79.81246999999999	-5	1
6032	15479	Smithton	PA	40.148576	-79.72573	-5	1
6033	15480	Smock	PA	39.987054	-79.77879	-5	1
6034	15482	Star Junction	PA	40.062849	-79.76338	-5	1
6035	15483	Stockdale	PA	40.081257	-79.85174	-5	1
6036	15484	Uledi	PA	39.89615	-79.78956	-5	1
6037	15485	Ursina	PA	39.816608	-79.33009	-5	1
6038	15486	Vanderbilt	PA	40.034355	-79.6819	-5	1
6039	15488	Waltersburg	PA	39.976316	-79.768901	-5	1
6040	15489	West Leisenring	PA	39.955933	-79.69946	-5	1
6041	15490	White	PA	40.077289	-79.42598000000001	-5	1
6042	15492	Wickhaven	PA	40.120876	-79.77089000000001	-5	1
6043	15493	Perry	PA	40.091654999999996	-79.718512	-5	1
6044	15501	Somerset	PA	40.02847	-79.1105	-5	1
6045	15502	Hidden Valley	PA	40.046023	-79.25845799999999	-5	1
6046	15510	Somerset	PA	39.963306	-79.04089	-5	1
6047	15520	Acosta	PA	40.112153	-79.06772	-5	1
6048	15521	Alum Bank	PA	40.188404999999996	-78.63027	-5	1
6049	15522	Bedford	PA	39.998096000000004	-78.52204	-5	1
6050	15530	Berlin	PA	39.937504	-78.94183000000001	-5	1
6051	15531	Boswell	PA	40.173782	-79.0629	-5	1
6052	15532	Boynton	PA	39.766617	-79.06594	-5	1
6053	15533	Breezewood	PA	39.989224	-78.24245	-5	1
6054	15534	Buffalo Mills	PA	39.904209	-78.70159	-5	1
6055	15535	Clearville	PA	39.825578	-78.4423	-5	1
6056	15536	Crystal Spring	PA	39.951221999999994	-78.20512	-5	1
6057	15537	Everett	PA	40.003997	-78.36456	-5	1
6058	15538	Fairhope	PA	39.863486	-78.84235	-5	1
6059	15539	Fishertown	PA	40.128089	-78.5839	-5	1
6060	15540	Fort Hill	PA	39.798343	-79.22064	-5	1
6061	15541	Friedens	PA	40.053525	-78.99023000000001	-5	1
6062	15542	Garrett	PA	39.863543	-79.06935	-5	1
6063	15544	Gray	PA	40.134685	-79.09236	-5	1
6064	15545	Hyndman	PA	39.776675	-78.76286	-5	1
6065	15546	Jenners	PA	40.14376	-79.04944	-5	1
6066	15547	Jennerstown	PA	40.159054	-79.06371	-5	1
6067	15548	Kantner	PA	40.101106	-78.938653	-5	1
6068	15549	Listie	PA	40.020764	-79.01230600000001	-5	1
6069	15550	Manns Choice	PA	40.003724	-78.63685	-5	1
6070	15551	Markleton	PA	39.886916	-79.25388000000001	-5	1
6071	15552	Meyersdale	PA	39.805436	-79.00013	-5	1
6072	15553	New Baltimore	PA	39.983808	-78.77215	-5	1
6073	15554	New Paris	PA	40.121392	-78.5877	-5	1
6074	15555	Quecreek	PA	40.091429	-79.087198	-5	1
6075	15557	Rockwood	PA	39.935728000000005	-79.22093000000001	-5	1
6076	15558	Salisbury	PA	39.742872	-79.0868	-5	1
6077	15559	Schellsburg	PA	40.058077000000004	-78.66391	-5	1
6078	15560	Shanksville	PA	40.017182	-78.90589	-5	1
6079	15561	Sipesville	PA	40.096406	-79.090158	-5	1
6080	15562	Springs	PA	39.746182	-79.13245	-5	1
6081	15563	Stoystown	PA	40.099003	-78.94801	-5	1
6082	15564	Wellersburg	PA	39.729896000000004	-78.844105	-5	1
6083	15565	West Salisbury	PA	40.003476	-79.037983	-5	1
6084	15601	Greensburg	PA	40.298765	-79.54126	-5	1
6085	15605	Greensburg	PA	40.360223	-79.439801	-5	1
6086	15606	Greensburg	PA	40.360223	-79.439801	-5	1
6087	15610	Acme	PA	40.138405	-79.42425	-5	1
6088	15611	Adamsburg	PA	40.3044	-79.65604	-5	1
6089	15612	Alverton	PA	40.136883000000005	-79.59033000000001	-5	1
6090	15613	Apollo	PA	40.560849	-79.57544	-5	1
6091	15615	Ardara	PA	40.358962	-79.73879000000001	-5	1
6092	15616	Armbrust	PA	40.360223	-79.439801	-5	1
6093	15617	Arona	PA	40.269740000000006	-79.66042	-5	1
6094	15618	Avonmore	PA	40.528929	-79.48116	-5	1
6095	15619	Bovard	PA	40.360223	-79.439801	-5	1
6096	15620	Bradenville	PA	40.321426	-79.34079	-5	1
6097	15621	Calumet	PA	40.360223	-79.439801	-5	1
6098	15622	Champion	PA	40.038201	-79.30426	-5	1
6099	15623	Claridge	PA	40.366748	-79.61645	-5	1
6100	15624	Crabtree	PA	40.362739000000005	-79.46885999999999	-5	1
6101	15625	Darragh	PA	40.267005	-79.67426999999999	-5	1
6102	15626	Delmont	PA	40.409991999999995	-79.57266	-5	1
6103	15627	Derry	PA	40.339546999999996	-79.30171999999999	-5	1
6104	15628	Donegal	PA	40.108585	-79.38105999999999	-5	1
6105	15629	East Vandergrift	PA	40.598411999999996	-79.56196	-5	1
6106	15630	Edmon	PA	40.847829	-79.451575	-5	1
6107	15631	Everson	PA	40.090582	-79.58704	-5	1
6108	15632	Export	PA	40.430632	-79.61837	-5	1
6109	15633	Forbes Road	PA	40.355049	-79.52297	-5	1
6110	15634	Grapeville	PA	40.324588	-79.60693	-5	1
6111	15635	Hannastown	PA	40.351619	-79.49611999999999	-5	1
6112	15636	Harrison City	PA	40.359353000000006	-79.65576	-5	1
6113	15637	Herminie	PA	40.261878	-79.71321	-5	1
6114	15638	Hostetter	PA	40.26106	-79.14313	-5	1
6115	15639	Hunker	PA	40.201398	-79.60070999999999	-5	1
6116	15640	Hutchinson	PA	40.22615	-79.73165	-5	1
6117	15641	Hyde Park	PA	40.631729	-79.58961	-5	1
6118	15642	Irwin	PA	40.325902	-79.71324	-5	1
6119	15643	Hempfield	PA	40.322965	-79.653388	-5	1
6120	15644	Jeannette	PA	40.329238000000004	-79.61469	-5	1
6121	15646	Jones Mills	PA	40.087243	-79.32665	-5	1
6122	15647	Larimer	PA	40.344319	-79.72574	-5	1
6123	15650	Latrobe	PA	40.299646	-79.38845	-5	1
6124	15655	Laughlintown	PA	40.202095	-79.19266	-5	1
6125	15656	Leechburg	PA	40.63071	-79.61381	-5	1
6126	15658	Ligonier	PA	40.247351	-79.22882	-5	1
6127	15660	Lowber	PA	40.245378	-79.77195999999999	-5	1
6128	15661	Loyalhanna	PA	40.319956	-79.35901	-5	1
6129	15662	Luxor	PA	40.333489	-79.47547	-5	1
6130	15663	Madison	PA	40.244753	-79.67839000000001	-5	1
6131	15664	Mammoth	PA	40.310772	-79.617187	-5	1
6132	15665	Manor	PA	40.333339	-79.66646	-5	1
6133	15666	Mount Pleasant	PA	40.150143	-79.52492	-5	1
6134	15668	Murrysville	PA	40.451664	-79.67948	-5	1
6135	15670	New Alexandria	PA	40.408295	-79.43966999999999	-5	1
6136	15671	New Derry	PA	40.356055	-79.3194	-5	1
6137	15672	New Stanton	PA	40.231003	-79.61610999999999	-5	1
6138	15673	North Apollo	PA	40.593301000000004	-79.55779	-5	1
6139	15674	Norvelt	PA	40.2071	-79.49619	-5	1
6140	15675	Penn	PA	40.330326	-79.64061	-5	1
6141	15676	Pleasant Unity	PA	40.243195	-79.45737	-5	1
6142	15677	Rector	PA	40.175368	-79.23651	-5	1
6143	15678	Rillton	PA	40.287869	-79.72904	-5	1
6144	15679	Ruffs Dale	PA	40.174620000000004	-79.63584	-5	1
6145	15680	Salina	PA	40.521015000000006	-79.49521999999999	-5	1
6146	15681	Saltsburg	PA	40.500852	-79.4463	-5	1
6147	15682	Schenley	PA	40.847829	-79.451575	-5	1
6148	15683	Scottdale	PA	40.103790999999994	-79.59396	-5	1
6149	15684	Slickville	PA	40.463572	-79.51475	-5	1
6150	15685	Southwest	PA	40.196455	-79.52466	-5	1
6151	15686	Spring Church	PA	40.608969	-79.42092	-5	1
6152	15687	Stahlstown	PA	40.134658	-79.31493	-5	1
6153	15688	Tarrs	PA	40.172199	-79.59265	-5	1
6154	15689	United	PA	40.219344	-79.49244	-5	1
6155	15690	Vandergrift	PA	40.612649	-79.56708	-5	1
6156	15691	Wendel	PA	40.294021	-79.686626	-5	1
6157	15692	Westmoreland City	PA	40.332063	-79.67631999999999	-5	1
6158	15693	Whitney	PA	40.253085999999996	-79.40845999999999	-5	1
6159	15695	Wyano	PA	40.195407	-79.69532	-5	1
6160	15696	Youngstown	PA	40.279151	-79.36465	-5	1
6161	15697	Youngwood	PA	40.238134	-79.58171999999999	-5	1
6162	15698	Yukon	PA	40.217118	-79.68406	-5	1
6163	15701	Indiana	PA	40.626307000000004	-79.16145999999999	-5	1
6164	15705	Indiana	PA	40.640031	-79.12944499999999	-5	1
6165	15710	Alverda	PA	40.632965999999996	-78.85799	-5	1
6166	15711	Anita	PA	41.002320000000005	-78.96306	-5	1
6167	15712	Arcadia	PA	40.786561	-78.84707	-5	1
6168	15713	Aultman	PA	40.56265	-79.25965	-5	1
6169	15714	Barnesboro	PA	40.662676	-78.7936	-5	1
6170	15715	Big Run	PA	40.969945	-78.87784	-5	1
6171	15716	Black Lick	PA	40.472335	-79.19534	-5	1
6172	15717	Blairsville	PA	40.446360999999996	-79.24611	-5	1
6173	15720	Brush Valley	PA	40.529238	-79.0846	-5	1
6174	15721	Burnside	PA	40.813203	-78.78764	-5	1
6175	15722	Carrolltown	PA	40.600375	-78.72133000000001	-5	1
6176	15723	Chambersville	PA	40.70673	-79.16105999999999	-5	1
6177	15724	Cherry Tree	PA	40.734783	-78.81275	-5	1
6178	15725	Clarksburg	PA	40.518066999999995	-79.34538	-5	1
6179	15727	Clune	PA	40.550270000000005	-79.323745	-5	1
6180	15728	Clymer	PA	40.674994	-78.98999	-5	1
6181	15729	Commodore	PA	40.710407000000004	-78.93008	-5	1
6182	15730	Coolspring	PA	41.040903	-79.08485999999999	-5	1
6183	15731	Coral	PA	40.500384999999994	-79.17407	-5	1
6184	15732	Creekside	PA	40.721515999999994	-79.21224000000001	-5	1
6185	15733	De Lancey	PA	40.98415	-78.9622	-5	1
6186	15734	Dixonville	PA	40.717399	-79.00688000000001	-5	1
6187	15736	Elderton	PA	40.694906	-79.34331999999999	-5	1
6188	15737	Elmora	PA	40.607634999999995	-78.752415	-5	1
6189	15738	Emeigh	PA	40.693633	-78.775076	-5	1
6190	15739	Ernest	PA	40.677609000000004	-79.16422	-5	1
6191	15740	Frostburg	PA	41.141079	-78.962877	-5	1
6192	15741	Gipsy	PA	40.804018	-78.86765	-5	1
6193	15742	Glen Campbell	PA	40.816705999999996	-78.8636	-5	1
6194	15744	Hamilton	PA	40.916407	-79.08397	-5	1
6195	15745	Heilwood	PA	40.621037	-78.91839	-5	1
6196	15746	Hillsdale	PA	40.767854	-78.87733100000001	-5	1
6197	15747	Home	PA	40.763402	-79.14759000000001	-5	1
6198	15748	Homer City	PA	40.529621	-79.14264	-5	1
6199	15750	Josephine	PA	40.482783000000005	-79.185048	-5	1
6200	15751	Juneau	PA	40.640031	-79.12944499999999	-5	1
6201	15752	Kent	PA	40.541589	-79.28315	-5	1
6202	15753	La Jose	PA	40.801942	-78.66543	-5	1
6203	15754	Lucernemines	PA	40.558928	-79.1497	-5	1
6204	15756	McIntyre	PA	40.570149	-79.29689	-5	1
6205	15757	Mahaffey	PA	40.890039	-78.72404	-5	1
6206	15758	Marchand	PA	40.640031	-79.12944499999999	-5	1
6207	15759	Marion Center	PA	40.771687	-79.04221	-5	1
6208	15760	Marsteller	PA	40.652164	-78.79936	-5	1
6209	15761	Mentcle	PA	40.625962	-78.89325	-5	1
6210	15762	Nicktown	PA	40.596681	-78.83252	-5	1
6211	15763	Northpoint	PA	40.906164000000004	-79.13757	-5	1
6212	15764	Oliveburg	PA	40.986389	-79.02664	-5	1
6213	15765	Penn Run	PA	40.592853999999996	-78.98411999999999	-5	1
6214	15767	Punxsutawney	PA	40.954059	-78.97017	-5	1
6215	15770	Ringgold	PA	40.999588	-79.15992	-5	1
6216	15771	Rochester Mills	PA	40.827315000000006	-78.98991	-5	1
6217	15772	Rossiter	PA	40.877189	-78.91752	-5	1
6218	15773	Saint Benedict	PA	40.628368	-78.73335	-5	1
6219	15774	Shelocta	PA	40.657804	-79.3328	-5	1
6220	15775	Spangler	PA	40.642174	-78.77125	-5	1
6221	15776	Sprankle Mills	PA	41.013546000000005	-79.11389	-5	1
6222	15777	Starford	PA	40.700573999999996	-78.95812	-5	1
6223	15778	Timblin	PA	40.965989	-79.20053	-5	1
6224	15779	Torrance	PA	40.416334	-79.23317	-5	1
6225	15780	Valier	PA	40.917190000000005	-79.04992	-5	1
6226	15781	Walston	PA	40.964542	-78.99646	-5	1
6227	15783	West Lebanon	PA	40.601789000000004	-79.35524000000001	-5	1
6228	15784	Worthville	PA	41.027404	-79.13928	-5	1
6229	15801	Du Bois	PA	41.125563	-78.74648	-5	1
6230	15817	South Fayette	PA	40.332173	-80.17797900000001	-5	1
6231	15821	Benezett	PA	41.328011	-78.35854	-5	1
6232	15822	Brandy Camp	PA	41.415878	-78.66505699999999	-5	1
6233	15823	Brockport	PA	41.254038	-78.71987	-5	1
6234	15824	Brockway	PA	41.241861	-78.80577	-5	1
6235	15825	Brookville	PA	41.160579	-79.06479	-5	1
6236	15827	Byrnedale	PA	41.293237	-78.50471999999999	-5	1
6237	15828	Clarington	PA	41.34149	-79.13566999999999	-5	1
6238	15829	Corsica	PA	41.173044	-79.19369	-5	1
6239	15831	Dagus Mines	PA	41.304782	-78.621286	-5	1
6240	15832	Driftwood	PA	41.379948999999996	-78.17987	-5	1
6241	15834	Emporium	PA	41.517738	-78.25309	-5	1
6242	15840	Falls Creek	PA	41.160521	-78.81129	-5	1
6243	15841	Force	PA	41.254727	-78.50411	-5	1
6244	15845	Johnsonburg	PA	41.497219	-78.68278000000001	-5	1
6245	15846	Kersey	PA	41.337926	-78.61075	-5	1
6246	15847	Knox Dale	PA	41.084340000000005	-79.0308	-5	1
6247	15848	Luthersburg	PA	41.031690999999995	-78.72684	-5	1
